N,P,K,temperature,humidity,ph,rainfall,label
34.51,87.03,46.09,20.74,67.47,6.62,58.1,lentil
27.85,79.11,32.47,20.42,73.49,7.34,47.57,lentil
17.42,87.49,34.45,22.51,68.12,7.01,58.21,lentil
15.75,65.36,44.13,20.05,69.91,7.42,48.02,lentil
21.61,73.92,31.92,21.85,67.67,6.72,57.37,lentil
32.52,68.45,48.65,20.84,68.67,7.04,43.22,lentil
29.05,80.22,42.1,17.98,68.17,6.6,50.36,lentil
33.5,81.49,29.24,22.49,64.6,6.68,58.41,lentil
33.27,61.17,27.97,18.3,71.63,6.51,57.48,lentil
20.55,60.3,35.57,22.94,66.08,7.13,37.23,lentil
33.15,65.41,26.09,18.92,71.56,6.69,54.0,lentil
25.51,65.54,47.19,20.51,65.6,7.18,58.01,lentil
17.37,60.28,28.35,21.06,65.3,6.32,53.39,lentil
18.97,83.97,30.75,17.74,73.26,6.99,53.2,lentil
15.65,87.3,48.31,18.41,64.42,6.76,59.46,lentil
25.15,72.16,24.96,18.36,64.76,6.75,53.43,lentil
19.13,66.48,25.96,20.23,66.72,7.11,57.08,lentil
29.67,88.31,45.12,22.4,71.97,6.82,38.11,lentil
22.1,71.26,38.61,22.92,66.02,7.24,56.01,lentil
25.42,81.17,48.19,21.22,73.56,6.75,37.95,lentil
24.97,17.78,43.97,18.12,88.41,6.45,142.91,pomegranate
14.89,11.52,36.31,21.28,91.41,6.37,129.02,pomegranate
21.7,10.96,38.39,20.74,91.52,5.91,112.04,pomegranate
17.28,16.23,48.5,19.04,92.35,6.68,151.42,pomegranate
23.06,16.73,41.75,19.35,90.13,6.29,163.33,pomegranate
16.74,17.64,40.36,20.72,89.37,6.8,154.68,pomegranate
19.32,11.6,44.96,20.53,92.04,7.0,124.1,pomegranate
17.03,13.31,35.93,23.65,88.63,6.61,171.75,pomegranate
23.42,10.79,35.88,22.06,89.62,7.36,172.55,pomegranate
21.35,10.81,45.29,21.88,94.44,6.88,125.53,pomegranate
17.37,11.85,36.83,18.93,95.36,6.5,198.21,pomegranate
22.94,14.65,45.85,18.94,89.25,6.72,176.96,pomegranate
15.07,14.86,48.84,23.1,89.88,5.81,158.18,pomegranate
17.73,13.25,45.71,23.68,88.36,6.51,141.48,pomegranate
19.47,10.83,48.95,18.36,87.8,6.57,189.55,pomegranate
16.68,15.02,43.75,18.47,94.84,6.17,164.54,pomegranate
20.93,17.31,40.17,18.73,92.04,7.47,148.96,pomegranate
18.07,11.35,46.14,21.15,93.33,5.45,187.79,pomegranate
24.56,11.58,49.2,19.29,90.28,7.01,129.39,pomegranate
23.58,12.46,46.85,20.05,89.41,7.39,149.01,pomegranate
21.89,10.76,39.34,23.07,95.9,7.16,122.48,pomegranate
22.42,16.46,37.85,19.62,89.59,5.57,126.46,pomegranate
17.39,14.37,49.23,18.33,88.95,7.52,164.89,pomegranate
16.86,15.06,38.54,21.73,94.18,6.73,191.99,pomegranate
22.53,17.02,42.87,22.22,92.5,6.99,114.47,pomegranate
19.36,14.48,40.9,21.36,95.3,5.99,122.5,pomegranate
20.92,13.85,47.95,19.62,90.09,6.14,196.86,pomegranate
18.03,16.37,41.59,22.0,90.2,7.11,188.38,pomegranate
23.41,10.75,42.67,19.8,92.49,7.17,148.28,pomegranate
18.43,15.86,40.48,23.2,90.17,6.63,103.35,pomegranate
20.84,14.43,47.25,23.65,90.78,5.6,168.64,pomegranate
17.5,17.01,46.93,23.86,93.05,7.09,111.39,pomegranate
21.93,13.2,35.74,22.07,92.32,7.35,134.37,pomegranate
22.71,15.06,49.63,23.82,89.89,5.89,173.01,pomegranate
22.85,16.14,44.26,20.51,93.35,5.69,192.97,pomegranate
24.75,15.42,45.87,18.67,90.11,5.98,191.3,pomegranate
22.2,16.33,41.81,18.51,94.59,6.57,111.46,pomegranate
18.11,14.45,46.05,18.59,95.19,6.36,208.27,pomegranate
18.6,18.14,49.26,18.31,89.15,6.31,142.5,pomegranate
18.48,16.6,43.57,22.29,93.9,6.77,155.1,pomegranate
22.17,11.2,47.54,19.18,93.13,5.78,116.73,pomegranate
23.97,17.91,48.98,19.76,95.63,5.85,110.52,pomegranate
23.7,12.47,38.47,23.67,92.63,6.9,113.54,pomegranate
15.76,17.07,45.12,18.16,94.57,6.09,191.77,pomegranate
18.33,13.52,43.24,23.57,91.08,5.65,138.66,pomegranate
23.79,12.98,38.21,19.3,89.55,6.95,183.65,pomegranate
16.53,17.33,49.03,22.02,92.06,7.14,111.06,pomegranate
23.26,15.87,37.15,20.12,92.33,6.86,119.19,pomegranate
21.23,15.21,37.65,21.47,95.1,6.29,113.83,pomegranate
16.65,12.4,40.61,19.36,95.68,5.99,109.05,pomegranate
17.67,17.71,42.78,19.04,92.1,6.43,180.0,pomegranate
21.45,11.52,39.63,21.05,88.42,5.86,130.3,pomegranate
15.26,18.15,36.76,18.67,88.95,5.8,100.66,pomegranate
24.28,15.67,47.03,18.09,89.92,6.84,178.08,pomegranate
20.86,16.08,39.36,20.08,95.48,7.2,128.5,pomegranate
18.94,14.34,45.87,21.25,90.37,6.93,112.46,pomegranate
16.68,12.05,47.62,19.95,90.01,7.54,128.44,pomegranate
17.2,16.63,39.2,18.28,89.31,6.41,152.94,pomegranate
16.98,11.68,47.44,20.64,91.47,5.53,142.13,pomegranate
21.25,16.48,38.52,23.11,90.3,5.66,185.8,pomegranate
21.79,12.95,36.78,20.72,88.44,7.21,132.39,pomegranate
21.15,11.69,41.01,22.04,93.54,6.89,161.32,pomegranate
21.63,9.87,41.7,22.84,90.9,6.03,119.33,pomegranate
18.8,15.89,37.76,20.18,88.76,7.12,119.08,pomegranate
21.51,14.98,45.65,20.95,89.57,6.1,179.48,pomegranate
21.61,11.71,37.58,23.1,87.78,7.11,122.85,pomegranate
15.47,14.34,42.91,22.04,92.0,5.92,188.05,pomegranate
18.2,14.61,49.74,21.68,93.37,6.7,153.77,pomegranate
16.43,13.17,37.15,22.57,94.53,6.93,168.4,pomegranate
22.86,10.98,45.59,22.88,95.99,6.75,101.04,pomegranate
20.86,13.66,47.69,23.31,93.98,7.44,160.74,pomegranate
24.67,14.7,40.62,23.12,92.13,6.93,163.49,pomegranate
18.87,13.88,45.82,19.94,89.71,6.61,198.26,pomegranate
19.53,11.35,36.58,20.29,89.43,5.9,162.42,pomegranate
23.44,15.31,44.11,22.48,95.7,6.84,151.27,pomegranate
19.15,14.81,49.16,21.85,90.05,5.61,137.4,pomegranate
24.81,10.16,42.75,24.09,88.34,7.5,111.93,pomegranate
19.96,13.45,39.15,18.2,91.12,5.85,118.48,pomegranate
22.91,17.46,49.11,20.82,93.59,7.25,149.73,pomegranate
23.51,14.01,39.55,23.81,94.5,6.66,160.06,pomegranate
16.66,12.25,43.58,19.2,91.4,6.81,160.65,pomegranate
15.83,16.53,46.59,21.93,94.31,5.62,100.98,pomegranate
16.57,11.57,37.63,18.74,88.76,7.18,149.41,pomegranate
20.9,17.69,45.78,19.84,93.79,5.84,167.33,pomegranate
21.56,16.67,47.67,20.54,89.78,7.08,103.33,pomegranate
19.28,15.7,45.36,22.27,91.12,7.11,116.5,pomegranate
17.83,11.25,46.21,23.15,94.54,5.61,162.4,pomegranate
16.89,13.89,36.14,22.44,91.17,5.74,136.06,pomegranate
21.22,17.05,49.6,18.84,92.24,7.41,170.75,pomegranate
15.53,15.42,38.75,18.64,93.19,5.51,148.65,pomegranate
23.7,14.59,39.61,19.3,89.48,6.68,189.18,pomegranate
20.18,12.33,48.19,22.46,88.1,7.1,187.16,pomegranate
19.76,15.9,43.85,22.36,95.21,6.38,170.87,pomegranate
17.99,17.16,44.02,18.33,92.76,7.03,150.28,pomegranate
24.02,15.19,40.53,22.6,89.68,7.4,158.79,pomegranate
18.23,15.14,47.94,20.78,92.24,5.79,124.47,pomegranate
23.03,12.16,42.86,18.08,91.8,7.55,125.23,pomegranate
19.48,16.59,48.89,23.47,89.85,6.38,181.6,pomegranate
23.19,18.17,36.26,19.29,88.83,7.05,144.49,pomegranate
24.64,17.56,43.06,19.58,94.56,6.17,175.02,pomegranate
23.48,12.95,43.96,21.5,93.54,5.58,179.43,pomegranate
20.13,13.9,36.17,22.71,91.57,6.09,141.79,pomegranate
20.89,11.44,39.25,19.62,93.53,6.64,155.95,pomegranate
24.08,13.65,46.48,18.9,94.72,7.2,201.2,pomegranate
20.89,11.69,41.17,22.0,96.1,7.22,134.87,pomegranate
18.25,11.72,45.85,21.74,93.89,6.33,175.79,pomegranate
16.98,14.5,40.18,19.68,92.88,7.09,109.53,pomegranate
17.08,16.4,43.66,18.71,91.98,5.95,135.13,pomegranate
17.47,12.16,45.21,22.32,95.44,5.52,141.54,pomegranate
20.79,16.93,43.19,20.35,91.05,7.34,116.75,pomegranate
18.03,16.07,50.2,22.84,92.4,5.93,160.28,pomegranate
16.73,13.29,36.47,18.91,89.4,6.08,147.51,pomegranate
24.66,12.56,44.88,21.59,88.58,5.8,170.86,pomegranate
18.83,12.72,47.81,19.44,90.4,6.39,156.95,pomegranate
17.28,12.95,38.73,18.65,92.17,7.42,107.3,pomegranate
22.64,16.18,48.32,22.63,90.09,7.33,147.13,pomegranate
21.51,15.21,38.06,23.05,91.04,5.62,114.11,pomegranate
22.57,16.68,49.07,19.76,95.15,5.49,163.73,pomegranate
23.59,10.97,39.35,21.16,95.65,6.25,196.1,pomegranate
15.91,16.21,48.45,20.27,94.43,7.33,124.23,pomegranate
21.78,10.75,43.46,19.17,89.18,6.61,150.3,pomegranate
23.81,12.28,45.0,21.18,93.91,5.92,115.64,pomegranate
23.65,12.47,38.17,19.52,92.97,6.54,108.46,pomegranate
20.66,14.75,37.69,22.13,89.01,6.46,193.83,pomegranate
18.32,16.85,40.37,18.64,91.69,5.79,116.49,pomegranate
18.93,13.6,41.68,23.45,88.55,7.12,119.15,pomegranate
18.49,14.24,38.32,22.33,94.23,5.92,190.37,pomegranate
24.16,16.29,45.18,21.82,88.73,7.1,179.61,pomegranate
17.77,16.52,49.13,18.35,91.04,6.39,142.82,pomegranate
20.78,17.56,42.15,18.9,91.36,5.94,132.73,pomegranate
15.44,17.43,44.03,20.87,92.01,6.96,158.43,pomegranate
18.31,18.0,48.7,24.15,92.64,5.54,116.6,pomegranate
19.43,11.77,45.07,19.92,89.84,5.94,133.03,pomegranate
22.96,16.93,45.73,22.49,88.34,5.68,111.66,pomegranate
16.06,11.79,39.33,18.42,90.33,7.5,110.57,pomegranate
15.2,14.27,44.77,22.83,94.03,7.06,131.72,pomegranate
15.71,11.53,37.92,20.76,88.27,6.05,190.28,pomegranate
24.32,13.18,46.75,21.17,91.64,7.16,200.04,pomegranate
19.36,13.43,38.22,20.66,94.25,7.23,175.0,pomegranate
23.51,17.82,45.09,20.29,89.51,5.66,114.44,pomegranate
22.69,15.44,49.27,23.31,94.15,6.55,157.72,pomegranate
22.83,17.03,37.17,21.88,95.32,7.1,169.31,pomegranate
18.71,17.79,36.65,19.52,93.39,6.39,195.14,pomegranate
15.78,16.49,38.47,22.77,94.96,6.03,171.77,pomegranate
20.74,12.65,36.6,23.1,92.79,6.43,197.18,pomegranate
15.15,13.17,46.03,18.18,92.9,6.57,98.53,pomegranate
24.52,10.52,47.22,22.77,89.9,6.23,170.29,pomegranate
18.81,14.51,44.53,22.61,95.57,6.11,186.09,pomegranate
22.59,11.97,42.09,21.53,92.55,5.81,184.53,pomegranate
20.61,14.88,47.75,18.48,95.74,6.53,174.41,pomegranate
19.74,12.22,43.8,19.48,92.8,5.65,154.08,pomegranate
17.8,15.31,45.01,21.09,96.19,6.07,101.71,pomegranate
18.15,11.29,41.06,21.72,90.43,7.19,120.74,pomegranate
21.51,16.01,45.27,18.8,91.45,6.63,166.29,pomegranate
21.64,17.97,42.31,21.65,92.99,5.64,117.73,pomegranate
24.15,10.57,40.6,18.72,93.64,6.95,150.59,pomegranate
24.32,10.32,37.89,23.31,91.17,6.2,172.05,pomegranate
24.29,12.95,49.73,17.99,93.88,6.24,139.64,pomegranate
23.55,12.1,43.12,21.41,91.42,6.11,178.83,pomegranate
24.27,16.56,36.93,19.74,89.99,6.49,130.61,pomegranate
18.67,11.55,38.35,20.35,95.04,6.49,158.96,pomegranate
20.32,16.71,40.5,23.52,91.44,6.17,121.43,pomegranate
22.39,17.28,48.59,22.51,94.3,7.23,120.7,pomegranate
22.51,14.15,40.4,20.68,88.86,6.22,136.66,pomegranate
22.83,15.17,49.96,20.37,94.4,7.31,117.69,pomegranate
17.42,11.11,41.44,19.31,93.83,6.12,118.08,pomegranate
22.4,11.05,39.07,20.48,94.18,7.46,131.29,pomegranate
21.23,14.52,42.38,19.38,92.79,5.39,172.72,pomegranate
23.39,14.38,48.25,21.36,88.77,6.64,188.1,pomegranate
17.98,12.51,45.85,21.49,89.28,7.25,199.82,pomegranate
24.62,14.47,43.47,20.96,91.92,5.78,151.61,pomegranate
20.5,16.78,37.12,18.52,95.03,7.35,138.48,pomegranate
23.42,11.45,48.36,21.69,95.76,5.61,147.37,pomegranate
17.33,10.35,37.91,21.39,88.16,5.74,137.24,pomegranate
24.47,16.45,50.11,23.72,88.45,5.64,190.15,pomegranate
16.77,12.56,44.18,18.71,94.05,7.17,198.14,pomegranate
21.65,15.82,38.54,21.26,92.6,6.08,141.39,pomegranate
17.13,14.96,39.42,19.62,88.27,6.15,139.36,pomegranate
22.95,17.87,40.39,22.98,92.53,5.77,120.11,pomegranate
18.15,17.14,45.23,22.32,89.78,6.54,175.74,pomegranate
17.44,12.51,49.66,21.6,90.04,7.21,176.17,pomegranate
23.12,17.35,40.1,21.26,91.0,6.46,159.4,pomegranate
24.32,11.02,37.51,18.23,90.89,7.43,148.34,pomegranate
20.09,12.76,39.33,20.23,94.32,6.25,167.96,pomegranate
23.4,16.05,47.87,20.6,93.93,7.34,159.41,pomegranate
22.16,15.29,46.69,19.46,94.74,6.85,147.08,pomegranate
15.07,14.72,40.04,19.31,93.39,7.2,168.16,pomegranate
16.47,13.54,44.93,20.43,94.59,6.75,107.78,pomegranate
23.84,14.93,40.68,22.44,88.96,5.6,125.32,pomegranate
22.73,14.5,38.31,20.16,88.72,6.5,128.38,pomegranate
19.68,15.26,41.84,18.26,95.68,5.89,136.15,pomegranate
23.69,11.94,38.86,23.31,91.98,6.23,177.08,pomegranate
20.12,14.82,45.73,21.84,88.23,5.55,170.73,pomegranate
21.47,14.64,38.99,20.03,92.53,7.53,127.1,pomegranate
22.83,9.76,42.14,22.73,92.98,7.3,124.83,pomegranate
22.27,10.49,45.31,19.13,93.06,5.64,146.09,pomegranate
19.31,10.4,45.51,18.34,93.49,6.89,173.66,pomegranate
17.42,12.55,49.9,19.5,95.63,6.11,190.63,pomegranate
18.16,13.71,48.23,18.29,89.82,7.07,173.43,pomegranate
19.09,14.0,45.49,18.23,95.65,6.96,156.25,pomegranate
109.7,73.15,52.54,24.92,80.44,6.45,167.36,banana
100.51,81.0,51.59,26.3,80.54,6.12,143.38,banana
97.79,80.33,45.76,25.84,84.39,6.22,128.08,banana
95.54,86.35,47.27,27.18,74.72,6.76,192.91,banana
102.53,83.54,45.44,28.27,82.07,5.79,166.36,banana
97.76,73.24,48.48,29.37,84.17,6.03,159.51,banana
99.03,75.98,52.82,25.74,88.16,6.42,111.14,banana
102.27,74.34,47.54,28.53,84.07,5.98,119.26,banana
105.13,86.44,49.64,28.85,84.57,6.6,147.01,banana
99.93,88.76,46.9,29.95,87.5,5.87,191.43,banana
99.14,69.24,56.78,25.15,84.28,5.85,141.45,banana
98.57,90.42,44.27,27.98,84.67,6.77,131.34,banana
101.34,88.01,58.64,30.02,86.22,6.2,153.94,banana
104.33,82.96,58.29,25.37,87.81,6.04,188.07,banana
109.44,80.57,56.3,26.02,82.85,6.92,186.3,banana
97.77,75.47,54.67,24.83,79.13,6.82,200.04,banana
101.26,66.94,49.86,29.01,82.7,5.73,108.05,banana
98.38,77.07,58.49,25.62,87.4,6.56,127.16,banana
103.73,74.79,54.55,29.14,81.86,5.8,135.94,banana
99.63,85.11,51.75,27.82,77.07,6.33,157.04,banana
101.68,84.79,45.11,29.2,76.74,6.97,150.33,banana
107.05,84.36,47.93,28.4,87.17,5.66,174.61,banana
98.65,81.27,49.11,27.62,82.6,6.53,111.17,banana
99.19,88.21,48.68,29.54,88.84,6.2,151.39,banana
108.39,80.66,44.8,28.71,88.64,6.21,113.95,banana
97.32,77.74,46.86,28.85,75.86,5.99,120.79,banana
105.7,72.2,50.67,27.86,82.51,6.91,200.94,banana
104.56,72.21,51.92,25.03,75.89,5.67,117.27,banana
109.12,73.05,59.32,25.99,79.96,5.7,197.01,banana
100.25,69.84,59.08,25.82,88.08,6.8,105.39,banana
103.32,83.79,56.4,25.55,80.48,6.32,152.66,banana
101.54,86.59,56.17,25.26,78.12,5.72,195.61,banana
105.06,86.52,56.92,28.84,85.64,6.38,196.15,banana
95.12,81.93,52.3,26.81,89.62,5.51,146.82,banana
105.68,79.76,49.61,28.05,86.1,5.6,133.67,banana
97.82,85.23,52.97,27.23,88.99,6.02,180.16,banana
102.77,76.25,47.68,28.68,90.0,6.91,190.05,banana
103.85,73.37,48.06,28.28,89.28,6.29,103.9,banana
97.55,74.35,45.65,27.22,86.53,6.29,162.14,banana
97.64,83.49,47.22,29.03,75.83,5.8,119.84,banana
104.09,87.84,52.86,29.69,82.96,6.26,101.24,banana
105.28,72.3,44.14,29.01,81.7,5.65,175.67,banana
101.29,88.5,55.75,27.98,84.5,6.63,150.27,banana
98.85,74.2,59.08,25.9,85.51,6.68,175.43,banana
103.67,83.72,52.91,29.49,78.52,5.75,169.2,banana
99.94,85.44,52.97,27.51,88.98,6.7,145.37,banana
96.43,68.6,49.14,27.06,82.15,6.0,201.2,banana
97.04,80.76,44.8,26.69,81.14,6.13,164.78,banana
101.35,72.05,49.33,26.63,87.53,6.59,150.26,banana
95.07,79.15,53.41,27.45,74.74,6.0,113.48,banana
97.43,72.48,51.05,28.88,87.27,6.37,133.45,banana
103.51,81.18,49.15,29.38,86.93,5.7,134.33,banana
98.9,73.99,50.89,26.91,76.16,5.97,132.24,banana
108.51,74.2,51.78,27.57,86.72,5.73,108.21,banana
94.49,87.06,60.08,29.99,83.62,5.86,111.56,banana
103.71,88.65,57.25,25.43,78.79,6.65,167.67,banana
105.05,70.11,58.02,27.86,78.29,5.99,141.2,banana
99.15,71.13,50.06,28.0,75.91,6.63,100.8,banana
95.57,80.1,57.93,28.82,88.53,5.99,126.55,banana
100.92,78.96,50.44,25.9,79.6,5.81,123.68,banana
98.61,83.28,49.07,27.14,79.04,5.9,200.66,banana
95.89,74.79,54.07,28.24,90.44,6.56,179.62,banana
99.47,68.53,55.56,28.36,76.82,6.12,113.02,banana
99.48,78.96,53.12,25.52,88.64,6.25,149.27,banana
105.47,75.98,58.04,27.96,82.23,6.7,108.28,banana
99.08,88.46,51.5,29.16,83.15,6.52,125.67,banana
105.4,76.26,56.45,28.6,85.12,6.54,181.55,banana
95.96,74.83,59.64,27.83,81.43,6.51,152.21,banana
103.9,74.24,54.78,28.74,78.57,6.55,194.5,banana
109.35,82.32,52.22,28.34,86.06,6.16,168.56,banana
98.43,77.35,55.62,30.03,82.98,6.76,177.77,banana
98.8,70.35,46.64,28.0,84.8,6.4,148.98,banana
99.95,88.34,44.69,27.57,76.71,6.28,108.3,banana
100.08,83.04,45.68,29.75,82.94,6.61,124.79,banana
98.52,88.98,52.33,26.85,77.97,6.38,191.48,banana
96.53,70.79,56.35,26.06,77.73,5.6,181.83,banana
107.68,80.03,58.39,26.91,80.11,6.64,168.6,banana
109.1,71.04,49.99,26.97,84.36,6.53,174.17,banana
106.49,89.72,54.31,25.12,87.4,6.52,162.54,banana
96.91,80.59,52.49,29.59,90.4,6.0,201.51,banana
96.1,70.79,57.16,28.15,86.43,6.68,155.1,banana
102.98,69.24,59.08,25.15,87.52,6.28,198.92,banana
97.03,72.17,55.11,25.66,78.62,6.89,179.42,banana
103.81,73.27,52.72,29.61,75.74,6.47,126.3,banana
99.56,83.08,52.25,27.87,75.45,6.93,149.23,banana
99.56,75.15,55.54,28.77,83.81,6.53,187.46,banana
105.63,80.56,54.81,28.16,82.4,5.66,149.2,banana
107.49,78.78,57.14,28.12,77.65,5.67,152.17,banana
96.45,73.11,48.34,27.94,79.1,5.58,185.87,banana
107.29,79.4,58.7,25.92,89.01,6.64,149.15,banana
94.9,84.47,47.41,27.07,79.98,6.87,128.03,banana
100.06,74.3,51.15,25.62,75.5,6.72,152.89,banana
101.2,81.95,55.49,25.8,82.34,6.72,124.67,banana
99.13,83.37,52.45,26.97,82.25,6.27,124.47,banana
102.86,77.18,50.39,27.13,78.2,6.79,134.79,banana
98.66,78.08,48.79,30.12,78.77,6.24,180.78,banana
105.92,73.41,59.99,28.39,84.14,5.94,148.0,banana
106.9,86.93,44.46,25.55,78.38,6.45,160.54,banana
102.7,89.35,51.86,28.92,80.32,6.21,122.94,banana
104.64,89.08,55.75,26.13,83.11,5.59,135.6,banana
108.38,81.6,48.02,28.86,77.33,6.78,124.23,banana
109.83,77.42,51.3,25.33,81.52,6.84,158.39,banana
99.84,77.64,55.11,27.65,89.25,6.81,107.7,banana
101.91,73.65,47.28,25.54,83.87,5.83,113.19,banana
94.94,89.64,51.88,27.11,80.38,5.58,176.87,banana
100.77,72.3,61.0,25.87,87.73,6.61,199.71,banana
104.27,80.88,58.61,28.44,80.09,5.7,126.08,banana
94.69,81.96,52.11,27.02,85.12,6.65,160.92,banana
103.97,76.1,50.76,26.32,81.12,5.8,170.33,banana
104.45,84.26,51.37,27.28,76.79,5.59,141.57,banana
103.21,83.71,51.17,29.93,89.18,5.65,132.42,banana
109.02,73.31,56.36,29.56,89.48,6.2,103.6,banana
107.95,88.49,54.21,27.12,87.47,5.62,186.3,banana
106.33,85.24,52.59,25.64,81.73,6.72,161.82,banana
95.9,76.67,54.79,24.94,79.75,6.1,110.42,banana
96.19,81.8,55.82,26.93,74.7,6.89,182.84,banana
103.46,72.68,45.89,27.52,87.95,5.91,136.18,banana
105.5,69.44,50.76,28.88,90.16,6.16,184.46,banana
106.55,79.8,60.12,28.39,88.7,6.72,125.92,banana
102.65,83.61,56.03,26.19,86.8,5.59,145.23,banana
99.99,84.26,59.88,27.27,79.87,5.68,184.53,banana
101.6,78.89,55.72,26.48,88.5,7.03,169.35,banana
105.01,84.78,51.06,29.28,88.03,6.42,109.24,banana
100.88,72.98,56.06,25.59,75.31,6.84,147.63,banana
96.98,84.79,48.87,25.43,86.0,5.76,115.82,banana
109.47,86.78,59.1,27.99,78.99,6.25,102.16,banana
103.36,80.16,58.73,28.92,79.12,6.22,170.54,banana
103.48,71.72,53.74,28.53,87.69,6.32,129.77,banana
98.29,83.69,44.68,26.01,82.07,6.99,175.98,banana
109.27,71.17,52.52,29.16,85.96,6.26,196.1,banana
99.12,70.46,45.66,27.27,82.39,6.83,107.34,banana
96.88,70.98,48.72,26.67,80.82,5.7,139.63,banana
101.79,71.18,52.26,29.45,81.18,6.8,135.45,banana
103.93,85.83,59.45,25.57,85.86,6.27,104.52,banana
106.52,75.27,49.08,28.88,81.45,6.67,154.07,banana
102.06,76.9,56.55,28.97,82.2,6.47,180.08,banana
97.15,85.29,51.1,27.66,79.93,5.79,177.21,banana
101.27,82.21,52.92,26.0,84.02,6.5,184.53,banana
97.51,77.59,45.5,28.16,81.41,5.57,194.06,banana
97.3,74.61,50.85,28.95,87.93,6.08,176.31,banana
103.55,77.7,52.07,29.66,78.79,5.72,191.32,banana
98.66,70.16,46.8,26.07,88.96,6.09,132.93,banana
104.97,84.32,50.44,25.74,83.77,6.73,148.42,banana
97.63,85.8,46.15,29.67,88.49,5.74,132.25,banana
102.91,70.57,56.65,25.72,82.71,6.23,139.77,banana
95.86,82.79,53.81,28.9,80.16,6.32,123.83,banana
96.49,78.15,45.38,26.27,82.82,6.76,197.22,banana
103.2,80.3,53.93,26.37,84.34,6.37,105.93,banana
95.34,75.07,59.44,28.73,82.35,5.86,189.6,banana
103.65,84.41,56.72,26.72,82.44,6.46,110.34,banana
98.02,74.67,54.2,26.69,77.67,5.85,176.01,banana
104.32,72.09,60.0,25.95,79.46,5.99,132.63,banana
105.52,71.84,55.91,25.56,80.17,6.71,191.39,banana
100.46,77.06,45.62,29.76,75.76,6.96,118.44,banana
95.71,86.96,48.96,27.4,85.47,6.06,128.07,banana
98.57,73.12,55.27,28.58,87.15,6.71,199.78,banana
97.98,70.64,57.92,29.69,80.56,6.99,109.54,banana
105.06,70.29,45.23,27.43,80.88,6.09,154.55,banana
104.68,76.12,52.29,26.32,76.09,5.64,140.94,banana
104.53,76.56,51.01,25.39,77.0,6.0,115.04,banana
106.77,86.14,52.64,25.1,80.36,6.79,126.87,banana
96.93,71.18,47.71,25.13,86.6,6.61,123.8,banana
96.24,77.18,56.63,27.1,82.3,6.71,177.63,banana
108.8,86.84,44.14,28.0,82.36,5.81,117.09,banana
96.17,74.71,54.72,26.36,81.99,6.17,179.19,banana
98.41,68.87,55.59,29.68,84.29,6.93,177.74,banana
96.16,68.91,55.64,27.7,82.99,6.12,155.72,banana
101.74,71.95,57.71,29.39,83.21,6.92,139.97,banana
100.22,72.02,51.94,29.7,74.39,6.07,114.08,banana
103.45,70.97,52.94,29.68,85.18,5.93,143.87,banana
109.84,81.54,57.37,29.36,82.79,6.74,114.54,banana
99.5,76.86,56.06,27.05,85.64,6.22,202.62,banana
106.75,69.12,55.46,29.31,88.37,6.61,115.33,banana
103.11,86.3,44.51,26.77,87.22,5.87,111.93,banana
100.91,71.27,58.1,27.78,85.52,5.78,186.44,banana
101.81,77.42,48.15,29.38,85.12,6.69,100.19,banana
106.53,83.16,50.97,26.71,81.43,7.01,143.67,banana
103.57,73.48,57.97,27.15,74.42,6.11,124.47,banana
106.32,79.69,44.82,29.73,84.42,6.43,161.61,banana
99.56,82.17,57.71,28.42,78.7,6.62,185.19,banana
106.52,77.63,54.17,29.64,78.63,6.47,188.2,banana
95.87,86.48,59.54,27.27,82.26,6.47,149.47,banana
101.49,76.69,59.19,28.48,88.98,6.51,193.05,banana
100.53,72.23,49.71,27.68,85.52,6.39,149.46,banana
97.59,76.78,44.89,25.27,84.07,6.64,136.45,banana
101.03,86.55,51.09,27.36,85.12,6.7,163.42,banana
99.94,88.33,60.02,26.83,82.37,5.99,193.7,banana
100.66,83.47,54.26,27.76,84.26,6.94,157.97,banana
104.84,85.83,53.46,29.31,81.85,6.08,95.74,banana
97.91,88.41,50.27,28.34,88.25,5.72,186.24,banana
107.97,88.06,48.05,29.44,76.41,6.61,193.52,banana
100.35,87.28,55.17,25.6,82.16,5.83,144.87,banana
102.67,87.48,56.74,28.17,77.6,6.38,196.39,banana
102.79,75.23,55.37,26.78,85.21,5.53,185.61,banana
105.91,68.99,52.85,29.86,79.81,6.25,168.83,banana
103.26,80.4,53.43,29.71,84.05,6.37,121.66,banana
96.2,74.19,52.92,25.24,75.28,5.57,186.7,banana
99.15,88.09,53.74,27.55,89.13,6.91,114.22,banana
107.81,85.46,56.95,26.05,84.67,5.88,102.6,banana
96.87,72.91,49.54,25.9,87.06,6.22,116.41,banana
10.44,20.12,33.36,23.89,48.98,6.91,149.28,mango
18.75,20.0,36.12,27.97,51.62,6.25,119.08,mango
9.67,19.59,31.11,28.93,54.04,5.87,145.97,mango
1.99,19.25,38.51,26.48,53.92,6.59,133.52,mango
17.2,19.12,34.52,28.63,48.33,4.53,171.24,mango
9.37,19.59,35.51,24.21,53.4,5.74,173.1,mango
8.56,16.33,33.79,27.69,50.0,6.54,93.79,mango
12.88,17.58,33.18,29.6,53.65,5.57,181.69,mango
7.96,15.2,38.64,25.89,52.58,6.63,96.31,mango
11.01,18.28,36.82,28.12,53.29,6.07,167.31,mango
